"drink_id","drink_name","base","temperature","size","milk","syrup","sweetness_level","espresso_shots","caffeine_level","calories","price","dietary_tags","flavor_profile"
"DRK-0376","Tall Iced Unsweetened No Milk Americano with White Mocha","Americano","iced","tall","none","white mocha","unsweetened","2","medium","15","4.65","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, no milk, white chocolate, dry"
"DRK-0377","Tall Iced Unsweetened 2% Cappuccino with White Mocha","Cappuccino","iced","tall","2%","white mocha","unsweetened","2","medium","135","5.35","vegetarian,nut-free,no-added-sugar","foamy espresso, classic dairy, white chocolate, dry"
"DRK-0378","Tall Blended Light 2% Frappuccino with White Mocha","Frappuccino","blended","tall","2%","white mocha","light","0","low","360","6.65","vegetarian,nut-free","sweet blended coffee, classic dairy, white chocolate, lightly sweet"
"DRK-0379","Grande Iced Light No Milk Refresher with Raspberry","Refresher","iced","grande","none","raspberry","light","0","low","170","6","dairy-free,vegan,nut-free","bright fruit, no milk, berry, lightly sweet"
"DRK-0380","Grande Iced Light No Milk Herbal Tea with No Syrup","Herbal Tea","iced","grande","none","none","light","0","none","55","4.3","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, unsweetened, lightly sweet"
"DRK-0381","Grande Blended Light 2% Latte with Brown Sugar","Latte","blended","grande","2%","brown sugar","light","2","medium","238","5.9","vegetarian,nut-free","creamy espresso, classic dairy, brown sugar, lightly sweet"
"DRK-0382","Grande Blended Light 2% Cold Brew with Brown Sugar","Cold Brew","blended","grande","2%","brown sugar","light","0","high","128","6.1","vegetarian,nut-free","bold smooth coffee, classic dairy, brown sugar, lightly sweet"
"DRK-0383","Grande Blended Light 2% Mocha with Brown Sugar","Mocha","blended","grande","2%","brown sugar","light","2","medium","338","6.5","vegetarian,nut-free","chocolate espresso, classic dairy, brown sugar, lightly sweet"
"DRK-0384","Grande Blended Light 2% Matcha Latte with Brown Sugar","Matcha Latte","blended","grande","2%","brown sugar","light","0","medium","288","6.4","vegetarian,nut-free","earthy green tea, classic dairy, brown sugar, lightly sweet"
"DRK-0385","Grande Blended Light 2% Chai Latte with Brown Sugar","Chai Latte","blended","grande","2%","brown sugar","light","0","medium","298","6.1","vegetarian,nut-free","spiced black tea, classic dairy, brown sugar, lightly sweet"
"DRK-0386","Venti Blended Light No Milk Americano with Cinnamon Dolce","Americano","blended","venti","none","cinnamon dolce","light","3","medium","145","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, warm cinnamon, lightly sweet"
"DRK-0387","Venti Hot Light Nonfat Cappuccino with Cinnamon Dolce","Cappuccino","hot","venti","nonfat","cinnamon dolce","light","3","medium","225","6.25","vegetarian,low-fat,nut-free","foamy espresso, light dairy, warm cinnamon, lightly sweet"
"DRK-0388","Venti Blended Light Nonfat Frappuccino with Cinnamon Dolce","Frappuccino","blended","venti","nonfat","cinnamon dolce","light","0","low","395","7.55","vegetarian,low-fat,nut-free","sweet blended coffee, light dairy, warm cinnamon, lightly sweet"
"DRK-0389","Venti Blended Light No Milk Refresher with Cinnamon Dolce","Refresher","blended","venti","none","cinnamon dolce","light","0","low","220","6.45","dairy-free,vegan,nut-free","bright fruit, no milk, warm cinnamon, lightly sweet"
"DRK-0390","Venti Iced Light No Milk Herbal Tea with Cinnamon Dolce","Herbal Tea","iced","venti","none","cinnamon dolce","light","0","none","140","5.35","dairy-free,vegan,nut-free","calm botanical, no milk, warm cinnamon, lightly sweet"
"DRK-0391","Venti Hot Classic Nonfat Latte with Peppermint","Latte","hot","venti","nonfat","peppermint","classic","3","medium","270","6.35","vegetarian,low-fat,nut-free","creamy espresso, light dairy, cool mint, balanced sweet"
"DRK-0392","Venti Iced Classic Nonfat Cold Brew with Peppermint","Cold Brew","iced","venti","nonfat","peppermint","classic","0","high","160","6.55","vegetarian,low-fat,nut-free","bold smooth coffee, light dairy, cool mint, balanced sweet"
"DRK-0393","Short Hot Classic Nonfat Mocha with Peppermint","Mocha","hot","short","nonfat","peppermint","classic","2","medium","245","5.45","vegetarian,low-fat,nut-free","chocolate espresso, light dairy, cool mint, balanced sweet"
"DRK-0394","Short Hot Classic Nonfat Matcha Latte with Peppermint","Matcha Latte","hot","short","nonfat","peppermint","classic","0","medium","195","5.35","vegetarian,low-fat,nut-free","earthy green tea, light dairy, cool mint, balanced sweet"
"DRK-0395","Short Hot Classic Nonfat Chai Latte with Peppermint","Chai Latte","hot","short","nonfat","peppermint","classic","0","medium","205","5.05","vegetarian,low-fat,nut-free","spiced black tea, light dairy, cool mint, balanced sweet"
"DRK-0396","Short Hot Classic No Milk Americano with Raspberry","Americano","hot","short","none","raspberry","classic","2","medium","50","4.05","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, berry, balanced sweet"
"DRK-0397","Short Hot Classic Oat Cappuccino with Raspberry","Cappuccino","hot","short","oat","raspberry","classic","2","medium","180","5.45","dairy-free,vegan,nut-free","foamy espresso, toasty oat, berry, balanced sweet"
"DRK-0398","Short Blended Classic Oat Frappuccino with Raspberry","Frappuccino","blended","short","oat","raspberry","classic","0","low","350","6.75","dairy-free,vegan,nut-free","sweet blended coffee, toasty oat, berry, balanced sweet"
"DRK-0399","Short Iced Classic Oat Refresher with Raspberry","Refresher","iced","short","oat","raspberry","classic","0","low","160","5.65","dairy-free,vegan,nut-free","bright fruit, toasty oat, berry, balanced sweet"
"DRK-0400","Tall Hot Classic Oat Herbal Tea with Raspberry","Herbal Tea","hot","tall","oat","raspberry","classic","0","none","115","5.05","dairy-free,vegan,nut-free,low-calorie","calm botanical, toasty oat, berry, balanced sweet"
"DRK-0401","Tall Iced Classic Oat Latte with No Syrup","Latte","iced","tall","oat","none","classic","2","medium","165","5.45","dairy-free,vegan,nut-free,no-added-sugar","creamy espresso, toasty oat, unsweetened, balanced sweet"
"DRK-0402","Tall Iced Classic Oat Cold Brew with No Syrup","Cold Brew","iced","tall","oat","none","classic","0","high","55","5.65","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bold smooth coffee, toasty oat, unsweetened, balanced sweet"
"DRK-0403","Tall Iced Classic Oat Mocha with No Syrup","Mocha","iced","tall","oat","none","classic","2","medium","265","6.05","dairy-free,vegan,nut-free,no-added-sugar","chocolate espresso, toasty oat, unsweetened, balanced sweet"
"DRK-0404","Tall Iced Extra Oat Matcha Latte with No Syrup","Matcha Latte","iced","tall","oat","none","extra","0","medium","215","5.95","dairy-free,vegan,nut-free,no-added-sugar","earthy green tea, toasty oat, unsweetened, dessert sweet"
"DRK-0405","Tall Iced Extra Oat Chai Latte with No Syrup","Chai Latte","iced","tall","oat","none","extra","0","medium","225","5.65","dairy-free,vegan,nut-free,no-added-sugar","spiced black tea, toasty oat, unsweetened, dessert sweet"
"DRK-0406","Tall Iced Extra Oat Americano with Vanilla","Americano","iced","tall","oat","vanilla","extra","2","medium","131","5.25","dairy-free,vegan,nut-free","clean espresso, toasty oat, vanilla, dessert sweet"
"DRK-0407","Grande Iced Extra Oat Cappuccino with Vanilla","Cappuccino","iced","grande","oat","vanilla","extra","2","medium","271","6.5","dairy-free,vegan,nut-free","foamy espresso, toasty oat, vanilla, dessert sweet"
"DRK-0408","Grande Blended Extra Almond Frappuccino with Vanilla","Frappuccino","blended","grande","almond","vanilla","extra","0","low","386","7.8","dairy-free,vegan","sweet blended coffee, nutty almond, vanilla, dessert sweet"
"DRK-0409","Grande Iced Extra No Milk Refresher with Vanilla","Refresher","iced","grande","none","vanilla","extra","0","low","216","6","dairy-free,vegan,nut-free","bright fruit, no milk, vanilla, dessert sweet"
"DRK-0410","Grande Iced Extra No Milk Herbal Tea with Vanilla","Herbal Tea","iced","grande","none","vanilla","extra","0","none","136","4.9","dairy-free,vegan,nut-free","calm botanical, no milk, vanilla, dessert sweet"
"DRK-0411","Grande Blended Extra Almond Latte with Caramel","Latte","blended","grande","almond","caramel","extra","2","medium","263","6.6","dairy-free,vegan","creamy espresso, nutty almond, buttery caramel, dessert sweet"
"DRK-0412","Grande Blended Extra Almond Cold Brew with Caramel","Cold Brew","blended","grande","almond","caramel","extra","0","high","153","6.8","dairy-free,vegan","bold smooth coffee, nutty almond, buttery caramel, dessert sweet"
"DRK-0413","Grande Blended Extra Almond Mocha with Caramel","Mocha","blended","grande","almond","caramel","extra","2","medium","363","7.2","dairy-free,vegan","chocolate espresso, nutty almond, buttery caramel, dessert sweet"
"DRK-0414","Venti Blended Extra Almond Matcha Latte with Caramel","Matcha Latte","blended","venti","almond","caramel","extra","0","medium","358","7.55","dairy-free,vegan","earthy green tea, nutty almond, buttery caramel, dessert sweet"
"DRK-0415","Venti Blended Extra Almond Chai Latte with Caramel","Chai Latte","blended","venti","almond","caramel","extra","0","medium","368","7.25","dairy-free,vegan","spiced black tea, nutty almond, buttery caramel, dessert sweet"
"DRK-0416","Venti Blended Extra No Milk Americano with Hazelnut","Americano","blended","venti","none","hazelnut","extra","3","medium","199","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, toasted hazelnut, dessert sweet"
"DRK-0417","Venti Hot Unsweetened Almond Cappuccino with Hazelnut","Cappuccino","hot","venti","almond","hazelnut","unsweetened","3","medium","180","6.95","dairy-free,vegan,no-added-sugar","foamy espresso, nutty almond, toasted hazelnut, dry"
"DRK-0418","Venti Blended Unsweetened Almond Frappuccino with Hazelnut","Frappuccino","blended","venti","almond","hazelnut","unsweetened","0","low","350","8.25","dairy-free,vegan,no-added-sugar","sweet blended coffee, nutty almond, toasted hazelnut, dry"
"DRK-0419","Venti Blended Unsweetened No Milk Refresher with Raspberry","Refresher","blended","venti","none","raspberry","unsweetened","0","low","180","6.45","dairy-free,vegan,nut-free,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0420","Venti Iced Unsweetened No Milk Herbal Tea with Hazelnut","Herbal Tea","iced","venti","none","hazelnut","unsweetened","0","none","100","5.35","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, toasted hazelnut, dry"
"DRK-0421","Short Hot Unsweetened Soy Latte with Mocha","Latte","hot","short","soy","mocha","unsweetened","2","medium","110","5.55","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","creamy espresso, smooth soy, cocoa, dry"
"DRK-0422","Short Iced Unsweetened Soy Cold Brew with Mocha","Cold Brew","iced","short","soy","mocha","unsweetened","0","high","5","5.75","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bold smooth coffee, smooth soy, cocoa, dry"
"DRK-0423","Short Hot Unsweetened Soy Mocha with Mocha","Mocha","hot","short","soy","mocha","unsweetened","2","medium","210","6.15","dairy-free,vegan,nut-free,no-added-sugar","chocolate espresso, smooth soy, cocoa, dry"
"DRK-0424","Short Hot Unsweetened Soy Matcha Latte with Mocha","Matcha Latte","hot","short","soy","mocha","unsweetened","0","medium","160","6.05","dairy-free,vegan,nut-free,no-added-sugar","earthy green tea, smooth soy, cocoa, dry"
"DRK-0425","Short Hot Unsweetened Soy Chai Latte with Mocha","Chai Latte","hot","short","soy","mocha","unsweetened","0","medium","170","5.75","dairy-free,vegan,nut-free,no-added-sugar","spiced black tea, smooth soy, cocoa, dry"
"DRK-0426","Short Hot Unsweetened No Milk Americano with White Mocha","Americano","hot","short","none","white mocha","unsweetened","2","medium","5","4.15","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, no milk, white chocolate, dry"
"DRK-0427","Short Hot Unsweetened Soy Cappuccino with White Mocha","Cappuccino","hot","short","soy","white mocha","unsweetened","2","medium","90","5.55","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","foamy espresso, smooth soy, white chocolate, dry"
"DRK-0428","Tall Blended Unsweetened Soy Frappuccino with White Mocha","Frappuccino","blended","tall","soy","white mocha","unsweetened","0","low","295","7.35","dairy-free,vegan,nut-free,no-added-sugar","sweet blended coffee, smooth soy, white chocolate, dry"
"DRK-0429","Tall Iced Unsweetened No Milk Refresher with Raspberry","Refresher","iced","tall","none","raspberry","unsweetened","0","low","90","5.45","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0430","Tall Hot Light Coconut Herbal Tea with No Syrup","Herbal Tea","hot","tall","coconut","none","light","0","none","30","4.45","dairy-free,vegan,low-calorie,no-added-sugar","calm botanical, tropical coconut, unsweetened, lightly sweet"
"DRK-0431","Tall Iced Light Coconut Latte with Brown Sugar","Latte","iced","tall","coconut","brown sugar","light","2","medium","188","6.05","dairy-free,vegan","creamy espresso, tropical coconut, brown sugar, lightly sweet"
"DRK-0432","Tall Iced Light Coconut Cold Brew with Brown Sugar","Cold Brew","iced","tall","coconut","brown sugar","light","0","high","78","6.25","dairy-free,vegan,low-calorie","bold smooth coffee, tropical coconut, brown sugar, lightly sweet"
"DRK-0433","Tall Iced Light Coconut Mocha with Brown Sugar","Mocha","iced","tall","coconut","brown sugar","light","2","medium","288","6.65","dairy-free,vegan","chocolate espresso, tropical coconut, brown sugar, lightly sweet"
"DRK-0434","Tall Iced Light Coconut Matcha Latte with Brown Sugar","Matcha Latte","iced","tall","coconut","brown sugar","light","0","medium","238","6.55","dairy-free,vegan","earthy green tea, tropical coconut, brown sugar, lightly sweet"
"DRK-0435","Grande Iced Light Coconut Chai Latte with Brown Sugar","Chai Latte","iced","grande","coconut","brown sugar","light","0","medium","293","6.8","dairy-free,vegan","spiced black tea, tropical coconut, brown sugar, lightly sweet"
"DRK-0436","Grande Iced Light Coconut Americano with Cinnamon Dolce","Americano","iced","grande","coconut","cinnamon dolce","light","2","medium","120","5.8","dairy-free,vegan,low-calorie","clean espresso, tropical coconut, warm cinnamon, lightly sweet"
"DRK-0437","Grande Iced Light Coconut Cappuccino with Cinnamon Dolce","Cappuccino","iced","grande","coconut","cinnamon dolce","light","2","medium","215","6.5","dairy-free,vegan","foamy espresso, tropical coconut, warm cinnamon, lightly sweet"
"DRK-0438","Grande Blended Light Coconut Frappuccino with Cinnamon Dolce","Frappuccino","blended","grande","coconut","cinnamon dolce","light","0","low","385","7.8","dairy-free,vegan","sweet blended coffee, tropical coconut, warm cinnamon, lightly sweet"
"DRK-0439","Grande Iced Light Coconut Refresher with Cinnamon Dolce","Refresher","iced","grande","coconut","cinnamon dolce","light","0","low","195","6.7","dairy-free,vegan","bright fruit, tropical coconut, warm cinnamon, lightly sweet"
"DRK-0440","Grande Iced Light Coconut Herbal Tea with Cinnamon Dolce","Herbal Tea","iced","grande","coconut","cinnamon dolce","light","0","none","115","5.6","dairy-free,vegan,low-calorie","calm botanical, tropical coconut, warm cinnamon, lightly sweet"
"DRK-0441","Grande Blended Light Coconut Latte with Peppermint","Latte","blended","grande","coconut","peppermint","light","2","medium","227","6.6","dairy-free,vegan","creamy espresso, tropical coconut, cool mint, lightly sweet"
"DRK-0442","Venti Blended Light No Milk Cold Brew with Peppermint","Cold Brew","blended","venti","none","peppermint","light","0","high","142","6.55","dairy-free,vegan,nut-free","bold smooth coffee, no milk, cool mint, lightly sweet"
"DRK-0443","Venti Blended Classic 2% Mocha with Peppermint","Mocha","blended","venti","2%","peppermint","classic","3","medium","410","6.95","vegetarian,nut-free","chocolate espresso, classic dairy, cool mint, balanced sweet"
"DRK-0444","Venti Blended Classic Nonfat Matcha Latte with Peppermint","Matcha Latte","blended","venti","nonfat","peppermint","classic","0","medium","320","6.85","vegetarian,low-fat,nut-free","earthy green tea, light dairy, cool mint, balanced sweet"
"DRK-0445","Venti Blended Classic Oat Chai Latte with Peppermint","Chai Latte","blended","venti","oat","peppermint","classic","0","medium","380","7.25","dairy-free,vegan,nut-free","spiced black tea, toasty oat, cool mint, balanced sweet"
"DRK-0446","Venti Blended Classic No Milk Americano with Raspberry","Americano","blended","venti","none","raspberry","classic","3","medium","175","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, berry, balanced sweet"
"DRK-0447","Venti Hot Classic Soy Cappuccino with Raspberry","Cappuccino","hot","venti","soy","raspberry","classic","3","medium","285","6.95","dairy-free,vegan,nut-free","foamy espresso, smooth soy, berry, balanced sweet"
"DRK-0448","Venti Blended Classic Coconut Frappuccino with Raspberry","Frappuccino","blended","venti","coconut","raspberry","classic","0","low","460","8.25","dairy-free,vegan","sweet blended coffee, tropical coconut, berry, balanced sweet"
"DRK-0449","Short Blended Classic No Milk Refresher with Raspberry","Refresher","blended","short","none","raspberry","classic","0","low","125","4.95","dairy-free,vegan,nut-free","bright fruit, no milk, berry, balanced sweet"
"DRK-0450","Short Iced Classic No Milk Herbal Tea with Raspberry","Herbal Tea","iced","short","none","raspberry","classic","0","none","45","3.85","dairy-free,vegan,nut-free,low-calorie","calm botanical, no milk, berry, balanced sweet"
"DRK-0451","Short Hot Classic Nonfat Latte with No Syrup","Latte","hot","short","nonfat","none","classic","2","medium","80","4.25","vegetarian,low-fat,nut-free,low-calorie,no-added-sugar","creamy espresso, light dairy, unsweetened, balanced sweet"
"DRK-0452","Short Iced Classic Whole Cold Brew with No Syrup","Cold Brew","iced","short","whole","none","classic","0","high","30","4.45","vegetarian,nut-free,low-calorie,no-added-sugar","bold smooth coffee, rich dairy, unsweetened, balanced sweet"
"DRK-0453","Short Hot Classic Whole Mocha with No Syrup","Mocha","hot","short","whole","none","classic","2","medium","240","4.85","vegetarian,nut-free,no-added-sugar","chocolate espresso, rich dairy, unsweetened, balanced sweet"
"DRK-0454","Short Hot Classic Whole Matcha Latte with No Syrup","Matcha Latte","hot","short","whole","none","classic","0","medium","190","4.75","vegetarian,nut-free,no-added-sugar","earthy green tea, rich dairy, unsweetened, balanced sweet"
"DRK-0455","Short Hot Classic Whole Chai Latte with No Syrup","Chai Latte","hot","short","whole","none","classic","0","medium","200","4.45","vegetarian,nut-free,no-added-sugar","spiced black tea, rich dairy, unsweetened, balanced sweet"
"DRK-0456","Tall Hot Extra No Milk Americano with Vanilla","Americano","hot","tall","none","vanilla","extra","2","medium","96","4.55","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, vanilla, dessert sweet"
"DRK-0457","Tall Hot Extra Whole Cappuccino with Vanilla","Cappuccino","hot","tall","whole","vanilla","extra","2","medium","236","5.25","vegetarian,nut-free","foamy espresso, rich dairy, vanilla, dessert sweet"
"DRK-0458","Tall Blended Extra Whole Frappuccino with Vanilla","Frappuccino","blended","tall","whole","vanilla","extra","0","low","406","6.55","vegetarian,nut-free","sweet blended coffee, rich dairy, vanilla, dessert sweet"
"DRK-0459","Tall Iced Extra No Milk Refresher with Vanilla","Refresher","iced","tall","none","vanilla","extra","0","low","171","5.45","dairy-free,vegan,nut-free","bright fruit, no milk, vanilla, dessert sweet"
"DRK-0460","Tall Hot Extra No Milk Herbal Tea with Vanilla","Herbal Tea","hot","tall","none","vanilla","extra","0","none","91","4.35","dairy-free,vegan,nut-free,low-calorie","calm botanical, no milk, vanilla, dessert sweet"
"DRK-0461","Tall Iced Extra Whole Latte with Caramel","Latte","iced","tall","whole","caramel","extra","2","medium","283","5.35","vegetarian,nut-free","creamy espresso, rich dairy, buttery caramel, dessert sweet"
"DRK-0462","Tall Iced Extra Whole Cold Brew with Caramel","Cold Brew","iced","tall","whole","caramel","extra","0","high","173","5.55","vegetarian,nut-free","bold smooth coffee, rich dairy, buttery caramel, dessert sweet"
"DRK-0463","Grande Iced Extra 2% Mocha with Caramel","Mocha","iced","grande","2%","caramel","extra","2","medium","408","6.5","vegetarian,nut-free","chocolate espresso, classic dairy, buttery caramel, dessert sweet"
"DRK-0464","Grande Iced Extra 2% Matcha Latte with Caramel","Matcha Latte","iced","grande","2%","caramel","extra","0","medium","358","6.4","vegetarian,nut-free","earthy green tea, classic dairy, buttery caramel, dessert sweet"
"DRK-0465","Grande Iced Extra 2% Chai Latte with Caramel","Chai Latte","iced","grande","2%","caramel","extra","0","medium","368","6.1","vegetarian,nut-free","spiced black tea, classic dairy, buttery caramel, dessert sweet"
"DRK-0466","Grande Iced Extra No Milk Americano with Hazelnut","Americano","iced","grande","none","hazelnut","extra","2","medium","154","5.1","dairy-free,vegan,nut-free","clean espresso, no milk, toasted hazelnut, dessert sweet"
"DRK-0467","Grande Iced Extra 2% Cappuccino with Hazelnut","Cappuccino","iced","grande","2%","hazelnut","extra","2","medium","274","5.8","vegetarian,nut-free","foamy espresso, classic dairy, toasted hazelnut, dessert sweet"
"DRK-0468","Grande Blended Extra 2% Frappuccino with Hazelnut","Frappuccino","blended","grande","2%","hazelnut","extra","0","low","444","7.1","vegetarian,nut-free","sweet blended coffee, classic dairy, toasted hazelnut, dessert sweet"
"DRK-0469","Grande Iced Unsweetened No Milk Refresher with Raspberry","Refresher","iced","grande","none","raspberry","unsweetened","0","low","135","6","dairy-free,vegan,nut-free,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0470","Venti Iced Unsweetened No Milk Herbal Tea with Hazelnut","Herbal Tea","iced","venti","none","hazelnut","unsweetened","0","none","100","5.35","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, toasted hazelnut, dry"
"DRK-0471","Venti Blended Unsweetened 2% Latte with Mocha","Latte","blended","venti","2%","mocha","unsweetened","3","medium","245","6.35","vegetarian,nut-free,no-added-sugar","creamy espresso, classic dairy, cocoa, dry"
"DRK-0472","Venti Blended Unsweetened 2% Cold Brew with Mocha","Cold Brew","blended","venti","2%","mocha","unsweetened","0","high","135","6.55","vegetarian,nut-free,no-added-sugar","bold smooth coffee, classic dairy, cocoa, dry"
"DRK-0473","Venti Blended Unsweetened 2% Mocha with Mocha","Mocha","blended","venti","2%","mocha","unsweetened","3","medium","345","6.95","vegetarian,nut-free,no-added-sugar","chocolate espresso, classic dairy, cocoa, dry"
"DRK-0474","Venti Blended Unsweetened Nonfat Matcha Latte with Mocha","Matcha Latte","blended","venti","nonfat","mocha","unsweetened","0","medium","255","6.85","vegetarian,low-fat,nut-free,no-added-sugar","earthy green tea, light dairy, cocoa, dry"
"DRK-0475","Venti Blended Unsweetened Nonfat Chai Latte with Mocha","Chai Latte","blended","venti","nonfat","mocha","unsweetened","0","medium","265","6.55","vegetarian,low-fat,nut-free,no-added-sugar","spiced black tea, light dairy, cocoa, dry"
"DRK-0476","Venti Blended Unsweetened No Milk Americano with White Mocha","Americano","blended","venti","none","white mocha","unsweetened","3","medium","105","5.65","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, no milk, white chocolate, dry"
"DRK-0477","Short Hot Unsweetened Nonfat Cappuccino with White Mocha","Cappuccino","hot","short","nonfat","white mocha","unsweetened","2","medium","60","4.85","vegetarian,low-fat,nut-free,low-calorie,no-added-sugar","foamy espresso, light dairy, white chocolate, dry"
"DRK-0478","Short Blended Unsweetened Nonfat Frappuccino with White Mocha","Frappuccino","blended","short","nonfat","white mocha","unsweetened","0","low","230","6.15","vegetarian,low-fat,nut-free,no-added-sugar","sweet blended coffee, light dairy, white chocolate, dry"
"DRK-0479","Short Blended Unsweetened No Milk Refresher with Raspberry","Refresher","blended","short","none","raspberry","unsweetened","0","low","55","4.95","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0480","Short Iced Unsweetened No Milk Herbal Tea with No Syrup","Herbal Tea","iced","short","none","none","unsweetened","0","none","5","3.25","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, unsweetened, dry"
"DRK-0481","Short Hot Unsweetened Nonfat Latte with Brown Sugar","Latte","hot","short","nonfat","brown sugar","unsweetened","2","medium","80","4.85","vegetarian,low-fat,nut-free,low-calorie,no-added-sugar","creamy espresso, light dairy, brown sugar, dry"
"DRK-0482","Short Iced Light Nonfat Cold Brew with Brown Sugar","Cold Brew","iced","short","nonfat","brown sugar","light","0","high","8","5.05","vegetarian,low-fat,nut-free,low-calorie","bold smooth coffee, light dairy, brown sugar, lightly sweet"
"DRK-0483","Short Hot Light Nonfat Mocha with Brown Sugar","Mocha","hot","short","nonfat","brown sugar","light","2","medium","218","5.45","vegetarian,low-fat,nut-free","chocolate espresso, light dairy, brown sugar, lightly sweet"
"DRK-0484","Tall Hot Light Nonfat Matcha Latte with Brown Sugar","Matcha Latte","hot","tall","nonfat","brown sugar","light","0","medium","203","5.85","vegetarian,low-fat,nut-free","earthy green tea, light dairy, brown sugar, lightly sweet"
"DRK-0485","Tall Hot Light Oat Chai Latte with Brown Sugar","Chai Latte","hot","tall","oat","brown sugar","light","0","medium","263","6.25","dairy-free,vegan,nut-free","spiced black tea, toasty oat, brown sugar, lightly sweet"
"DRK-0486","Tall Hot Light Oat Americano with Cinnamon Dolce","Americano","hot","tall","oat","cinnamon dolce","light","2","medium","90","5.25","dairy-free,vegan,nut-free,low-calorie","clean espresso, toasty oat, warm cinnamon, lightly sweet"
"DRK-0487","Tall Hot Light Oat Cappuccino with Cinnamon Dolce","Cappuccino","hot","tall","oat","cinnamon dolce","light","2","medium","185","5.95","dairy-free,vegan,nut-free","foamy espresso, toasty oat, warm cinnamon, lightly sweet"
"DRK-0488","Tall Blended Light Oat Frappuccino with Cinnamon Dolce","Frappuccino","blended","tall","oat","cinnamon dolce","light","0","low","355","7.25","dairy-free,vegan,nut-free","sweet blended coffee, toasty oat, warm cinnamon, lightly sweet"
"DRK-0489","Tall Iced Light Oat Refresher with Cinnamon Dolce","Refresher","iced","tall","oat","cinnamon dolce","light","0","low","165","6.15","dairy-free,vegan,nut-free","bright fruit, toasty oat, warm cinnamon, lightly sweet"
"DRK-0490","Tall Hot Light Oat Herbal Tea with Cinnamon Dolce","Herbal Tea","hot","tall","oat","cinnamon dolce","light","0","none","85","5.05","dairy-free,vegan,nut-free,low-calorie","calm botanical, toasty oat, warm cinnamon, lightly sweet"
"DRK-0491","Grande Iced Light Oat Latte with Peppermint","Latte","iced","grande","oat","peppermint","light","2","medium","242","6.6","dairy-free,vegan,nut-free","creamy espresso, toasty oat, cool mint, lightly sweet"
"DRK-0492","Grande Iced Light Oat Cold Brew with Peppermint","Cold Brew","iced","grande","oat","peppermint","light","0","high","132","6.8","dairy-free,vegan,nut-free","bold smooth coffee, toasty oat, cool mint, lightly sweet"
"DRK-0493","Grande Iced Light Oat Mocha with Peppermint","Mocha","iced","grande","oat","peppermint","light","2","medium","342","7.2","dairy-free,vegan,nut-free","chocolate espresso, toasty oat, cool mint, lightly sweet"
"DRK-0494","Grande Iced Light Oat Matcha Latte with Peppermint","Matcha Latte","iced","grande","oat","peppermint","light","0","medium","292","7.1","dairy-free,vegan,nut-free","earthy green tea, toasty oat, cool mint, lightly sweet"
"DRK-0495","Grande Iced Classic Oat Chai Latte with Peppermint","Chai Latte","iced","grande","oat","peppermint","classic","0","medium","335","6.8","dairy-free,vegan,nut-free","spiced black tea, toasty oat, cool mint, balanced sweet"
"DRK-0496","Grande Iced Classic No Milk Americano with Raspberry","Americano","iced","grande","none","raspberry","classic","2","medium","130","5.1","dairy-free,vegan,nut-free","clean espresso, no milk, berry, balanced sweet"
"DRK-0497","Grande Iced Classic Almond Cappuccino with Raspberry","Cappuccino","iced","grande","almond","raspberry","classic","2","medium","205","6.5","dairy-free,vegan","foamy espresso, nutty almond, berry, balanced sweet"
"DRK-0498","Venti Blended Classic Almond Frappuccino with Raspberry","Frappuccino","blended","venti","almond","raspberry","classic","0","low","420","8.25","dairy-free,vegan","sweet blended coffee, nutty almond, berry, balanced sweet"
"DRK-0499","Venti Iced Classic No Milk Refresher with Raspberry","Refresher","iced","venti","none","raspberry","classic","0","low","250","6.45","dairy-free,vegan,nut-free","bright fruit, no milk, berry, balanced sweet"
"DRK-0500","Venti Iced Classic No Milk Herbal Tea with Raspberry","Herbal Tea","iced","venti","none","raspberry","classic","0","none","170","5.35","dairy-free,vegan,nut-free","calm botanical, no milk, berry, balanced sweet"
